FIN_YEAR,Year,MONTH,Date,QUARTER,STATE,FG,DISTRICT,RAINFALL,COMPANY,VALUE
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Kangra,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Kangra,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Kangra,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Kangra,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Kangra,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Kangra,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Kangra,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Kangra,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Kangra,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Kullu,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Kullu,2.2,ABC Manufacturing,0
2016-2017,2017,Mar,1-Mar-2017,Q4,Himachal Pradesh,Rodenticides,Shimla,57.4,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Kaithal,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Karnal,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Karnal,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Karnal,0.9,ABC Manufacturing,17.415
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Karnal,0.9,ABC Manufacturing,11.34
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Karnal,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Kurukshetra,0.9,ABC Manufacturing,52.65
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Kurukshetra,0.9,ABC Manufacturing,7.83
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Herbicides,Jind,0,ABC Manufacturing,6.48
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Kaithal,0,ABC Manufacturing,40.5
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Kaithal,0,ABC Manufacturing,67.5
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Kaithal,0,ABC Manufacturing,223.29
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Kaithal,0,ABC Manufacturing,54
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Karnal,0,ABC Manufacturing,256.5
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Karnal,0,ABC Manufacturing,94.5
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Kurukshetra,155.1,ABC Manufacturing,76.815
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Mandi,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Mandi,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Mandi,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Mandi,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Mandi,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Mandi,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Mandi,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Shimla,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Shimla,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Shimla,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Shimla,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Shimla,2.2,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Himachal Pradesh,Rodenticides,Shimla,2.2,ABC Manufacturing,0
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Karnal,5.2,ABC Manufacturing,537.975
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Karnal,5.2,ABC Manufacturing,243.135
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Panchkula,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Panipat,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Panipat,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Rewari,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Rewari,0.9,ABC Manufacturing,3.105
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Rewari,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Rohtak,0.9,ABC Manufacturing,32.805
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Sirsa,0.9,ABC Manufacturing,32.265
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Palwal,26.8,ABC Manufacturing,10.53
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Palwal,26.8,ABC Manufacturing,47.52
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Palwal,26.8,ABC Manufacturing,0
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Panchkula,26.8,ABC Manufacturing,0
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Panipat,26.8,ABC Manufacturing,49.41
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Kaithal,0.9,ABC Manufacturing,0
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Kurukshetra,5.2,ABC Manufacturing,1089.72
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Kurukshetra,5.2,ABC Manufacturing,432.27
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Mahendragarh,5.2,ABC Manufacturing,2591.325
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Mahendragarh,5.2,ABC Manufacturing,1755
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Mahendragarh,5.2,ABC Manufacturing,222.75
2016-2017,2016,Apr,1-Apr-2016,Q1,Haryana,Rodenticides,Mahendragarh,0.6,ABC Manufacturing,27.675
2016-2017,2016,Apr,1-Apr-2016,Q1,Haryana,Rodenticides,Palwal,0.6,ABC Manufacturing,6.21
2016-2017,2016,Apr,1-Apr-2016,Q1,Haryana,Rodenticides,Panipat,0.6,ABC Manufacturing,66.825
2016-2017,2016,Apr,1-Apr-2016,Q1,Haryana,Rodenticides,Panipat,0.6,ABC Manufacturing,29.025
2016-2017,2016,Apr,1-Apr-2016,Q1,Haryana,Rodenticides,Rewari,0.6,ABC Manufacturing,69.93
2016-2017,2016,Apr,1-Apr-2016,Q1,Haryana,Rodenticides,Rohtak,0.6,ABC Manufacturing,486
2016-2017,2016,Apr,1-Apr-2016,Q1,Haryana,Rodenticides,Sirsa,0.6,ABC Manufacturing,78.3
2016-2017,2016,Apr,1-Apr-2016,Q1,Haryana,Rodenticides,Sirsa,0.6,ABC Manufacturing,4.185
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Mewat,5.2,ABC Manufacturing,830.25
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Palwal,5.2,ABC Manufacturing,472.5
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Palwal,5.2,ABC Manufacturing,1242.54
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Palwal,5.2,ABC Manufacturing,1595.97
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Palwal,5.2,ABC Manufacturing,0
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Panchkula,5.2,ABC Manufacturing,0
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Ambala,5.2,ABC Manufacturing,148.5
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Bhiwani,5.2,ABC Manufacturing,445.635
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Bhiwani,5.2,ABC Manufacturing,529.335
2016-2017,2017,Mar,1-Mar-2017,Q4,Himachal Pradesh,Rodenticides,Shimla,57.4,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Rewari,0.3,ABC Manufacturing,270
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Rohtak,0.3,ABC Manufacturing,958.5
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Rohtak,0.3,ABC Manufacturing,1717.605
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Mahendragarh,0.9,ABC Manufacturing,0.675
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Mahendragarh,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Mewat,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Palwal,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Palwal,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Palwal,0.9,ABC Manufacturing,17.01
2016-2017,2016,Aug,1-Aug-2016,Q2,Haryana,Rodenticides,Sirsa,133.8,ABC Manufacturing,4362.525
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Rohtak,0.3,ABC Manufacturing,283.5
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Sirsa,0.3,ABC Manufacturing,4.32
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Sirsa,0.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Sirsa,0.3,ABC Manufacturing,162
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Sirsa,0.3,ABC Manufacturing,1131.435
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Sirsa,0.3,ABC Manufacturing,219.645
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Sonipat,0.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Sonipat,0.3,ABC Manufacturing,1.62
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Sonipat,0.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Yamunanagar,0.3,ABC Manufacturing,54
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Yamunanagar,0.3,ABC Manufacturing,322.65
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Yamunanagar,0.3,ABC Manufacturing,1647.135
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Ambala,7.2,ABC Manufacturing,2999.295
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Ambala,7.2,ABC Manufacturing,733.05
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Bhiwani,7.2,ABC Manufacturing,1161.135
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Bhiwani,7.2,ABC Manufacturing,0.405
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Bhiwani,7.2,ABC Manufacturing,0
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Panipat,26.8,ABC Manufacturing,330.21
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Rewari,26.8,ABC Manufacturing,120.015
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Rohtak,26.8,ABC Manufacturing,283.5
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Sirsa,26.8,ABC Manufacturing,17.01
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Sirsa,26.8,ABC Manufacturing,270
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Sirsa,26.8,ABC Manufacturing,94.5
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Sirsa,26.8,ABC Manufacturing,414.585
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Sonipat,26.8,ABC Manufacturing,40.5
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Sonipat,26.8,ABC Manufacturing,40.5
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Fatehabad,155.1,ABC Manufacturing,0
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Fatehabad,155.1,ABC Manufacturing,853.335
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Fatehabad,155.1,ABC Manufacturing,0
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Fatehabad,155.1,ABC Manufacturing,40.5
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Hisar,155.1,ABC Manufacturing,0
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Hisar,155.1,ABC Manufacturing,286.74
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Hisar,155.1,ABC Manufacturing,344.25
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Hisar,155.1,ABC Manufacturing,0
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Jhajjar,155.1,ABC Manufacturing,67.5
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Jind,155.1,ABC Manufacturing,25.245
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Jind,155.1,ABC Manufacturing,4.995
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Panchkula,5.2,ABC Manufacturing,0
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Panipat,5.2,ABC Manufacturing,0
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Panipat,5.2,ABC Manufacturing,495.855
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Panipat,5.2,ABC Manufacturing,191.43
2016-2017,2016,May,1-May-2016,Q1,Haryana,Rodenticides,Sonipat,26.8,ABC Manufacturing,308.475
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Karnal,0,ABC Manufacturing,747.495
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Karnal,0,ABC Manufacturing,753.975
2016-2017,2016,Jul,1-Jul-2016,Q2,Haryana,Rodenticides,Jind,155.1,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Fatehabad,0.3,ABC Manufacturing,1291.005
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Fatehabad,0.3,ABC Manufacturing,405.675
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Fatehabad,0.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Hisar,0.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Hisar,0.3,ABC Manufacturing,820.125
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Hisar,0.3,ABC Manufacturing,812.295
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Hisar,0.3,ABC Manufacturing,405
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Jhajjar,0.3,ABC Manufacturing,411.885
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Jind,0.3,ABC Manufacturing,0.675
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Gurgaon,13.7,ABC Manufacturing,74.25
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Gurgaon,13.7,ABC Manufacturing,438.75
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Gurgaon,13.7,ABC Manufacturing,195.615
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Gurgaon,13.7,ABC Manufacturing,40.5
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Hisar,13.7,ABC Manufacturing,540
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Fatehabad,7.2,ABC Manufacturing,3083.67
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Fatehabad,7.2,ABC Manufacturing,816.75
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Fatehabad,7.2,ABC Manufacturing,615.195
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Jind,0.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Jind,0.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Haryana,Rodenticides,Jind,0.3,ABC Manufacturing,0
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Kurukshetra,13.7,ABC Manufacturing,331.83
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Mahendragarh,13.7,ABC Manufacturing,4256.415
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Mahendragarh,13.7,ABC Manufacturing,2079
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Mewat,13.7,ABC Manufacturing,560.25
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Palwal,13.7,ABC Manufacturing,283.77
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Palwal,13.7,ABC Manufacturing,152.82
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Palwal,13.7,ABC Manufacturing,523.665
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Palwal,13.7,ABC Manufacturing,121.5
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Panchkula,13.7,ABC Manufacturing,371.25
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Panipat,13.7,ABC Manufacturing,216
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Hisar,13.7,ABC Manufacturing,1597.32
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Hisar,13.7,ABC Manufacturing,1571.67
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Jhajjar,13.7,ABC Manufacturing,81
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Jhajjar,13.7,ABC Manufacturing,81
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Jhajjar,13.7,ABC Manufacturing,1636.875
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Jhajjar,13.7,ABC Manufacturing,593.73
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Jind,0,ABC Manufacturing,263.52
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Jind,0,ABC Manufacturing,86.4
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Panipat,7.2,ABC Manufacturing,1019.25
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Panipat,7.2,ABC Manufacturing,2390.04
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Panipat,13.7,ABC Manufacturing,189.945
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Rewari,13.7,ABC Manufacturing,851.85
2016-2017,2016,Sep,1-Sep-2016,Q2,Haryana,Rodenticides,Rewari,13.7,ABC Manufacturing,11707.605
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Rewari,5.2,ABC Manufacturing,297
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Karnal,0,ABC Manufacturing,530.55
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Kurukshetra,0,ABC Manufacturing,124.065
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Fatehabad,0.9,ABC Manufacturing,2.025
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Fatehabad,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Gurgaon,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Gurgaon,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Hisar,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Hisar,0.9,ABC Manufacturing,31.59
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Hisar,0.9,ABC Manufacturing,25.92
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Hisar,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Jhajjar,0.9,ABC Manufacturing,81
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Palwal,0.9,ABC Manufacturing,0
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Rewari,5.2,ABC Manufacturing,985.5
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Rewari,5.2,ABC Manufacturing,5867.505
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Rewari,5.2,ABC Manufacturing,384.75
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Rohtak,5.2,ABC Manufacturing,323.19
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Sirsa,5.2,ABC Manufacturing,304.56
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Sirsa,5.2,ABC Manufacturing,0
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Sirsa,5.2,ABC Manufacturing,270
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Sirsa,5.2,ABC Manufacturing,2211.975
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Sirsa,5.2,ABC Manufacturing,1811.16
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Sonipat,5.2,ABC Manufacturing,294.03
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Kurukshetra,0,ABC Manufacturing,205.605
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Kurukshetra,0,ABC Manufacturing,952.155
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Mahendragarh,0,ABC Manufacturing,144.585
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Mahendragarh,0,ABC Manufacturing,0
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Mahendragarh,0,ABC Manufacturing,0
2016-2017,2016,Nov,1-Nov-2016,Q3,Haryana,Rodenticides,Mewat,0,ABC Manufacturing,0
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Fatehabad,7.2,ABC Manufacturing,384.75
2016-2017,2017,Mar,1-Mar-2017,Q4,Haryana,Rodenticides,Gurgaon,7.2,ABC Manufacturing,297
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Jhajjar,5.2,ABC Manufacturing,33.75
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Jhajjar,5.2,ABC Manufacturing,2572.29
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Jhajjar,5.2,ABC Manufacturing,290.25
2016-2017,2016,Oct,1-Oct-2016,Q3,Haryana,Rodenticides,Jind,5.2,ABC Manufacturing,266.76
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Jhajjar,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Jhajjar,0.9,ABC Manufacturing,61.965
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Jhajjar,0.9,ABC Manufacturing,0
2016-2017,2016,Dec,1-Dec-2016,Q3,Haryana,Rodenticides,Jhajjar,0.9,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Himachal Pradesh,Rodenticides,Sirmaur,46.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Himachal Pradesh,Rodenticides,Sirmaur,46.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Himachal Pradesh,Rodenticides,Sirmaur,46.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Himachal Pradesh,Rodenticides,Sirmaur,46.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Himachal Pradesh,Rodenticides,Solan,46.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Himachal Pradesh,Rodenticides,Solan,46.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Himachal Pradesh,Rodenticides,Solan,46.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Himachal Pradesh,Rodenticides,Una,46.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Himachal Pradesh,Rodenticides,Una,46.3,ABC Manufacturing,0
2016-2017,2017,Feb,1-Feb-2017,Q4,Himachal Pradesh,Rodenticides,Una,46.3,ABC Manufacturing,0
